activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,dti_bucket,decisioned,loan_purpose_label,action_taken_label,ltv,ltv_bucket
2024,549300SHE1JTCOWBP090,16740,NC,37025,37025042000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,2,2,2,1,2,55000,45.562,7.5,-0.74,2,,,,,,,,1.0,2,2,2,2,425000.0,1,1,3,5,1,,204.0,20%-<30%,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,5698,46.33,100300,71.0,1224,1713,43,20%-<30%,True,Home Improvement,Loan Originated,12.941176470588237,<=60%
2024,549300SHE1JTCOWBP090,11700,NC,37089,37089930703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000,57.858,7.5,-0.74,2,,,,,,,,1.0,2,2,2,2,415000.0,1,1,3,5,1,,116.0,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,5849,13.56,87000,99.0,2499,3014,28,30%-<36%,True,Home Improvement,Loan Originated,25.301204819277107,<=60%
2024,549300SHE1JTCOWBP090,15500,NC,37001,37001022002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,85000,70.886,,,3,,,,,,,,1.0,2,2,2,2,205000.0,1,1,3,5,1,,125.0,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,3,,,,4717,31.14,77900,78.0,1339,1798,28,20%-<30%,True,Home Improvement,Application Denied,41.46341463414634,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37085,37085070402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,105000,58.948,,,3,,,,,,,,1.0,2,2,2,2,305000.0,1,1,3,5,1,,97.0,46,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,1,,,,6658,36.03,71500,81.0,1776,3171,41,36%-49%,True,Home Improvement,Application Denied,34.42622950819672,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37119,37119005625,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,2,2,2,1,2,25000,78.013,,,3,,,,,,,,1.0,2,2,2,2,465000.0,1,1,3,5,1,,146.0,50%-60%,3,3,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,1,3.0,,,5752,79.19,100300,131.0,1727,2231,16,50%-60%,True,Home Improvement,Application Denied,5.376344086021505,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183052602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,2,2,2,1,2,35000,,,,3,,,,,,,,3.0,2,2,2,2,,1,1,3,5,1,,214.0,,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5219,16.8,122300,128.0,1243,1584,46,Missing,False,Home Improvement,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,16740,NC,37119,37119005526,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,31,2,2,1,2,45000,67.194,,,3,,,,,,,,1.0,2,2,2,2,605000.0,1,1,3,5,1,,115.0,38,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,3622,71.34,100300,120.0,936,1029,17,36%-49%,True,Refinancing,Application Denied,7.43801652892562,<=60%
2024,549300SHE1JTCOWBP090,25860,NC,37023,37023020204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,25000,96.826,,,3,,,,,,,,1.0,2,2,2,2,325000.0,1,1,3,5,1,,55.0,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,1,4.0,,,2792,21.67,78100,106.0,1071,1272,36,>60%,True,Other Purpose,Application Denied,7.6923076923076925,<=60%
2024,549300SHE1JTCOWBP090,15500,NC,37001,37001021901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,2,1,2,1,2,15000,,,,3,,,,,,,,3.0,2,2,2,2,,1,1,3,5,1,,65.0,,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,4630,17.43,77900,122.0,1645,2036,29,Missing,False,Home Improvement,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081012619,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,35000,34.993,7.25,-0.84,2,,,,,,,,3.0,2,2,2,2,185000.0,1,1,3,5,1,,69.0,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3446,60.82,80700,85.0,311,587,34,36%-49%,True,Home Improvement,Loan Originated,18.91891891891892,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37139,37139960502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,31,2,2,1,2,85000,64.222,7.25,-0.84,2,,,,,,,,3.0,2,2,2,2,255000.0,1,1,3,5,1,,203.0,<20%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5615,42.42,71500,125.0,1191,1902,31,<20%,True,Refinancing,Loan Originated,33.33333333333333,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37063,37063002020,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2 or more minority races,Female,1,0,2,1,2,2,2,1,2,85000,52.36,7.25,-0.84,2,,,,,,,,3.0,2,2,2,2,735000.0,1,1,3,5,1,,164.0,48,3,10,2,,,,,5,,,,,2,4,1,3.0,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,8403,42.68,106500,189.0,3023,3231,15,36%-49%,True,Home Improvement,Loan Originated,11.564625850340136,<=60%
2024,549300SHE1JTCOWBP090,48900,NC,37019,37019020304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,1,2,25000,96.546,,,3,,,,,,,,1.0,2,2,2,2,195000.0,1,1,3,5,1,,102.0,20%-<30%,3,3,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,2,2,2,25-34,65-74,No,Yes,1,1,6,,,,,3,,,,8816,6.39,96300,119.0,3898,4888,15,20%-<30%,True,Other Purpose,Application Denied,12.82051282051282,<=60%
2024,549300SHE1JTCOWBP090,15500,NC,37001,37001021300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,4,2,2,1,2,35000,41.385,7.5,-0.74,2,,,,,,,,1.0,2,2,2,2,555000.0,1,1,3,5,1,,61.0,45,3,3,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6178,38.98,77900,108.0,2042,2620,28,36%-49%,True,Other Purpose,Loan Originated,6.306306306306306,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37037,37037020600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,55000,62.406,7.25,-0.85,2,,,,,,,,3.0,2,2,2,2,305000.0,1,1,3,5,1,,74.0,42,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,5199,27.29,106500,66.0,1625,2323,37,36%-49%,True,Other Purpose,Loan Originated,18.0327868852459,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37195,37195001700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,3,0,2,1,2,2,2,1,2,75000,46.162,,,3,,,,,,,,1.0,2,2,2,2,675000.0,1,1,3,5,1,,275.0,20%-<30%,3,3,13,,,,,2,,,,,2,2,5,,,,,3,5.0,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,3,,,,3995,35.54,71500,113.0,1130,1626,30,20%-<30%,True,Home Improvement,Application Denied,11.11111111111111,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37101,37101041111,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,105000,73.559,,,3,,,,,,,,1.0,2,2,2,2,485000.0,1,1,3,5,1,,213.0,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,4,,,,3869,36.55,122300,89.0,873,1036,17,30%-<36%,True,Home Improvement,Application Denied,21.649484536082475,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183052815,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,15000,24.823,,,3,,,,,,,,1.0,2,2,2,2,285000.0,1,1,3,5,1,,33.0,44,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,1,3.0,,,4648,68.18,122300,42.0,1177,1872,38,36%-49%,True,Home Improvement,Application Denied,5.263157894736842,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37025,37025042603,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,4,2,2,1,1,25000,,,,3,,,,,,,,1.0,2,2,2,2,,1,3,3,5,1,,78.0,,9,9,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,9240,37.02,100300,113.0,2155,2665,20,Missing,False,Other Purpose,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,39580,NC,37101,37101040800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,1,135000,64.694,7.5,,3,,,,,,,,1.0,2,2,2,2,245000.0,1,3,3,5,1,,111.0,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3495,44.03,122300,89.0,885,1568,54,36%-49%,True,Other Purpose,Loan Originated,55.10204081632652,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37119,37119005621,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,2,2,1,2,125000,70.163,7.5,-0.63,2,,,,,,,,1.0,2,2,2,2,375000.0,1,1,3,5,1,,122.0,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5038,53.81,100300,77.0,1552,1853,22,36%-49%,True,Refinancing,Loan Originated,33.33333333333333,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183052906,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,45000,42.136,7.25,-0.85,2,,,,,,,,3.0,2,2,2,2,635000.0,1,1,3,5,1,,169.0,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,5131,29.86,122300,94.0,1377,1721,22,20%-<30%,True,Other Purpose,Loan Originated,7.086614173228346,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37195,37195001502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,55000,71.375,,,3,,,,,,,,1.0,2,2,2,2,215000.0,1,1,3,5,1,,12.0,>60%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,1,,,,3498,33.5,71500,149.0,729,1181,23,>60%,True,Other Purpose,Application Denied,25.581395348837212,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37109,37109070500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,105000,54.411,7.5,-0.63,2,,,,,,,,1.0,2,2,2,2,635000.0,1,1,3,5,1,,80.0,47,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4889,10.39,100300,75.0,1653,2123,35,36%-49%,True,Other Purpose,Loan Originated,16.535433070866144,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37185,37185950101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,355000,18.21,7.25,-0.84,2,,,,,,,,3.0,2,2,2,2,1925000.0,1,1,3,5,1,,52.0,>60%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2215,20.0,71500,140.0,966,2636,26,>60%,True,Home Purchase,Loan Originated,18.441558441558442,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37071,37071032405,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,2,2,2,1,2,25000,30.327,7.25,-0.35,2,,,,,,,,2.0,2,2,2,2,755000.0,1,1,3,5,1,,68.0,>60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3342,15.98,100300,137.0,927,1108,25,>60%,True,Home Improvement,Loan Originated,3.3112582781456954,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37101,37101041505,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,1,155000,63.27,7.5,,3,,,,,,,,1.0,2,2,2,2,275000.0,1,3,3,5,1,,109.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,4434,21.63,122300,84.0,953,1514,28,50%-60%,True,Other Purpose,Loan Originated,56.36363636363636,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37103,37103920300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,5000,41.608,,,3,,,,,,,,1.0,2,2,2,2,95000.0,1,1,3,5,1,,12.0,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,1,3.0,,,3209,27.39,71500,98.0,1029,1662,39,>60%,True,Other Purpose,Application Denied,5.263157894736842,<=60%
2024,549300SHE1JTCOWBP090,16740,NC,37097,37097061003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,65000,79.808,7.5,-0.74,2,,,,,,,,1.0,2,2,2,2,275000.0,1,1,3,5,1,,88.0,42,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3848,25.47,100300,75.0,1152,1572,30,36%-49%,True,Refinancing,Loan Originated,23.636363636363637,<=60%
2024,549300SHE1JTCOWBP090,20500,NC,37063,37063001713,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,55000,23.772,7.25,-0.84,2,,,,,,,,3.0,2,2,2,2,385000.0,1,1,3,5,1,,72.0,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,3407,24.27,106500,139.0,1185,1418,41,20%-<30%,True,Home Improvement,Loan Originated,14.285714285714285,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37131,37131920302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,2,0,2,1,4,1,2,1,2,75000,54.135,7.25,-0.46,3,,,,,,,,2.0,2,2,2,2,135000.0,1,1,3,5,1,,67.0,42,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,1644,70.01,71500,79.0,695,1131,48,36%-49%,False,Other Purpose,Approved but Not Accepted,55.55555555555556,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183053417,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,15000,55.794,7.5,-0.63,2,,,,,,,,1.0,2,2,2,2,395000.0,1,1,3,5,1,,75.0,20%-<30%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4634,39.02,122300,110.0,1063,1397,11,20%-<30%,True,Other Purpose,Loan Originated,3.79746835443038,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37101,37101041109,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,31,2,2,1,2,65000,,,,3,,,,,,,,1.0,2,2,2,2,,1,1,3,5,1,,84.0,,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,3207,28.03,122300,90.0,851,962,22,Missing,False,Refinancing,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,99999,NC,37045,37045951400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,155000,46.154,7.5,-0.74,2,,,,,,,,1.0,2,2,2,2,325000.0,1,1,3,5,1,,104.0,45,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,6588,24.88,71500,86.0,1509,2704,40,36%-49%,True,Home Improvement,Loan Originated,47.69230769230769,<=60%
2024,549300SHE1JTCOWBP090,24780,NC,37147,37147000202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,75000,56.393,,,3,,,,,,,,1.0,2,2,2,2,395000.0,1,1,3,5,1,,56.0,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,1,,,,2556,43.51,84700,96.0,524,1037,47,50%-60%,True,Other Purpose,Application Denied,18.9873417721519,<=60%
2024,549300SHE1JTCOWBP090,11700,NC,37089,37089930301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,25000,50.352,7.5,-0.63,3,,,,,,,,1.0,2,2,2,2,275000.0,1,2,3,5,1,,41.0,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4089,31.5,87000,73.0,956,1484,19,36%-49%,True,Home Improvement,Loan Originated,9.090909090909092,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,5000,42.432,,,3,,,,,,,,1.0,2,2,2,2,315000.0,1,1,3,5,1,,51.0,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,1,3.0,,,5286,45.5,122300,69.0,1278,1786,38,36%-49%,True,Other Purpose,Application Denied,1.5873015873015872,<=60%
2024,549300SHE1JTCOWBP090,49180,NC,37057,37057060202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,35000,59.68,,,3,,,,,,,,1.0,2,2,2,2,255000.0,1,1,3,5,1,,64.0,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,2342,16.95,81900,84.0,727,1020,39,30%-<36%,True,Home Improvement,Application Denied,13.725490196078432,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37113,37113970400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,2,2,2,1,1,65000,,,,3,,,,,,,,2.0,2,2,2,2,,1,3,3,5,1,,123.0,,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4331,12.17,71500,105.0,1428,2701,36,Missing,False,Home Improvement,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054114,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,4,2,2,1,2,95000,,,,3,,,,,,,,1.0,2,2,2,2,,1,1,3,5,1,,130.0,,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,7613,62.12,122300,92.0,2041,2513,18,Missing,False,Other Purpose,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081013700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,75000,71.392,7.5,-0.74,2,,,,,,,,1.0,2,2,2,2,415000.0,1,1,3,5,1,,113.0,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,1,1,6,,,,,10,,,,4123,26.8,80700,174.0,1238,1634,70,30%-<36%,True,Refinancing,Loan Originated,18.072289156626507,<=60%
2024,549300SHE1JTCOWBP090,25860,NC,37023,37023020301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,55000,22.727,7.5,-0.63,2,,,,,,,,1.0,2,2,2,2,225000.0,1,1,3,5,1,,62.0,40,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4691,24.66,78100,107.0,1766,2457,45,36%-49%,True,Home Improvement,Loan Originated,24.444444444444443,<=60%
2024,549300SHE1JTCOWBP090,99999,NC,37085,37085071401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,1,2,1,2,225000,57.143,7.25,-0.85,2,,,,,,,,3.0,2,2,2,2,385000.0,1,1,3,5,1,,157.0,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,4422,44.91,71500,120.0,1354,2045,27,36%-49%,True,Other Purpose,Loan Originated,58.44155844155844,<=60%
2024,549300SHE1JTCOWBP090,49180,NC,37067,37067001700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,31,2,2,1,2,55000,89.796,,,3,,,,,,,,1.0,2,2,2,2,185000.0,1,1,3,5,1,,86.0,>60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,3,,,,5527,85.76,81900,78.0,1228,2581,43,>60%,True,Refinancing,Application Denied,29.72972972972973,<=60%
2024,549300SHE1JTCOWBP090,39580,NC,37183,37183054215,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,31,2,2,1,2,85000,,,,3,,,,,,,,1.0,2,2,2,2,,1,1,3,5,1,,115.0,,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,4978,44.98,122300,98.0,1235,1558,16,Missing,False,Refinancing,Application Withdrawn,,Missing
2024,549300SHE1JTCOWBP090,24660,NC,37081,37081012804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,2,1,2,1,2,55000,19.231,7.5,-0.63,2,,,,,,,,1.0,2,2,2,2,265000.0,1,1,3,5,1,,70.0,20%-<30%,3,3,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,4299,92.58,80700,49.0,828,1665,36,20%-<30%,True,Home Improvement,Loan Originated,20.754716981132077,<=60%
